19
805 963
659 366 627
336 797 -528
658 448 657
738 786 770
364 180 50
699 719 806
461 59 -484
128 288 -598
21 553 -567
440 160 589
401 746 368
325 706 890
400 817 -716
476 172 830
260 486 489
534 223 884
742 712 965
226 150 -406
390 120 -79
244 716 64
520 40 425
288 572 664
226 400 537
52 687 975
698 66 113
644 741 -913
688 630 -719
44 709 292
567 489 745
447 562 -887
157 426 -478
703 363 -768
538 575 -628
645 420 -359
237 533 -850
604 658 584
531 536 949
458 530 11
505 805 922
158 389 288
299 564 904
186 460 444
481 493 -27
294 393 -699
338 209 413
362 109 -528
393 392 891
37 569 517
322 116 731
560 660 -673
527 611 -430
510 697 596
141 673 -600
609 84 -764
465 289 855
761 301 230
342 357 487
192 234 -334
451 426 -368
27 134 513
722 633 342
521 675 795
177 700 -924
779 448 255
312 669 216
394 152 -169
242 617 141
812 190 -532
5 430 732
78 771 366
247 661 -544
792 305 -373
680 290 -510
140 369 721
34 497 412
481 21 356
670 751 422
318 167 -630
552 549 0
597 321 -698
150 301 -196
291 144 109
698 814 78
645 263 312
495 736 -491
778 729 93
228 733 -386
575 396 -329
139 672 286
768 71 314
523 817 -699
141 708 298
663 248 -301
109 71 -624
274 165 -167
760 658 -309
644 569 594
609 511 773
3 357 126
218 161 723
489 757 -727
452 802 73
654 580 -564
597 555 225
495 349 406
701 282 855
64 135 905
582 811 23
792 623 -528
194 146 833
756 70 -649
809 279 -936
253 421 -869
396 202 -724
327 744 -226
459 636 -859
363 280 -360
138 12 150
531 663 -877
780 60 -899
5 150 806
618 57 -433
165 610 833
8 630 211
365 566 -315
345 763 371
578 754 -498
484 92 21
625 552 -878
296 58 -698
819 65 -34
483 354 -460
351 1 366
588 390 681
620 64 -731
242 377 -877
228 682 497
19 43 -790
159 116 -952
494 391 -645
661 561 413
16 45 788
580 420 -616
253 121 651
66 817 -527
619 281 -158
187 466 977
537 408 387
269 398 288
687 537 503
665 769 -96
689 310 -291
7 534 61
427 132 512
391 46 859
786 598 132
378 691 242
740 350 -373
87 516 721
447 441 -75
52 658 -348
457 563 532
659 451 -792
613 287 4
702 803 125
261 683 369
742 718 -992
646 98 -691
508 174 752
236 379 -743
442 746 752
708 113 -275
371 567 -773
185 515 -989
140 8 -38
134 97 752
340 334 -760
108 467 -330
25 550 -894
65 621 -498
732 6 -155
681 744 364
130 43 -791
28 27 -220
589 234 445
370 647 -913
104 168 -312
555 783 112
656 379 559
446 625 419
392 293 795
781 243 -225
4 782 -396
592 722 -594
131 514 -276
791 800 -760
296 330 99
17 131 -986
355 411 -284
125 25 -15
543 429 -158
142 114 -177
382 484 -446
559 40 -926
482 730 -710
127 183 828
515 690 374
674 40 -985
811 187 -101
489 207 11
586 803 643
645 556 -732
767 408 288
773 636 251
807 338 -463
324 171 -461
137 589 -666
14 666 965
108 322 724
786 162 -325
163 55 -142
329 569 -20
383 557 -395
549 468 -723
533 8 -920
462 433 -817
52 426 -794
248 655 -116
635 669 -775
529 775 363
332 131 473
467 773 -606
294 41 356
487 481 479
52 270 -226
313 577 879
134 803 -583
403 427 81
30 69 505
478 230 -818
249 686 -296
587 499 546
505 171 62
447 343 -581
205 354 81
545 795 331
682 537 -516
279 269 -920
565 542 -21
226 369 401
561 54 -755
730 618 -608
7 297 -758
339 187 489
539 393 -625
234 384 -282
38 543 -916
494 541 -84
148 120 649
351 629 511
533 250 114
15 542 704
726 156 -922
606 792 390
135 256 -312
145 775 -327
561 467 -675
286 508 957
125 220 -468
57 357 425
457 164 -427
269 684 99
611 639 -5
475 761 834
473 673 -397
436 215 -453
341 802 458
102 698 693
224 665 529
639 469 -46
705 785 -357
90 625 72
202 765 828
205 694 -789
730 63 597
384 136 -362
467 326 206
780 458 -912
622 810 699
504 744 -73
421 679 -974
83 398 457
424 553 -794
446 260 729
429 146 253
804 672 -285
503 568 -842
514 669 761
545 710 -902
413 275 -586
158 399 -857
188 316 589
639 357 -49
685 759 536
19 624 291
534 590 -374
265 292 665
310 623 -471
442 544 -977
308 295 -718
393 281 846
642 68 -187
168 677 -41
170 516 -853
120 549 396
380 365 822
345 343 616
17 754 826
171 469 -612
481 17 965
399 105 -33
320 48 541
688 133 509
703 318 -78
481 454 -509
575 416 -503
387 241 -22
367 611 205
308 717 -600
265 550 794
227 743 841
2 208 -932
788 192 325
187 9 -510
123 269 -265
99 624 683
605 132 -402
26 654 843
249 402 977
590 743 -642
149 133 -816
720 650 -903
680 32 -336
591 804 -307
13 706 -850
123 126 287
198 141 214
608 378 -962
477 406 -650
130 568 787
259 420 -820
90 687 655
115 724 -54
10 774 373
153 575 -214
482 628 -47
219 531 -367
809 66 -44
169 693 -770
643 678 -865
284 709 983
351 641 -131
60 800 650
26 173 178
335 145 974
114 275 536
627 600 819
587 413 -863
14 87 147
555 357 633
163 398 -942
777 748 -124
751 361 -454
626 685 -934
126 819 557
55 36 -216
402 575 -745
788 146 315
587 680 -74
460 6 -135
79 418 306
312 228 -600
379 509 -399
353 546 -399
108 483 -434
426 814 642
297 8 363
549 389 633
518 673 -283
674 421 412
145 776 -407
578 563 -562
478 397 -450
690 724 -843
520 325 392
481 285 -922
171 344 -104
235 82 -884
228 113 688
387 286 -603
665 709 -825
5 412 127
514 162 -406
694 291 -994
713 79 -829
544 72 301
344 271 825
674 247 -330
160 581 752
288 622 367
222 432 515
450 819 652
764 348 -408
360 195 -436
440 659 -962
615 636 323
163 658 531
120 541 23
696 811 -953
214 684 768
329 480 -352
802 447 -462
614 348 165
335 581 8
421 22 -18
634 447 -380
184 644 794
247 283 468
410 511 544
65 421 350
571 396 622
461 264 -399
449 129 888
524 450 853
701 565 -186
44 141 38
299 285 -697
419 199 224
28 662 -810
2 665 -18
411 257 -633
749 454 -948
392 297 26
215 237 -593
634 258 285
111 144 -95
552 359 186
735 657 -800
172 331 300
770 712 -556
505 559 -765
713 546 -817
378 253 23
8 768 -245
387 229 353
510 486 -113
741 16 277
6 515 306
81 644 -24
409 143 829
673 606 137
797 431 523
643 564 500
700 658 858
202 398 10
465 650 125
54 666 -309
586 329 -987
368 526 -740
59 305 -512
550 19 123
395 582 564
160 778 64
586 66 526
749 53 -811
315 336 -397
701 148 -712
670 504 -909
91 60 -86
261 610 940
577 70 -174
608 244 119
138 325 648
767 164 888
735 267 -263
471 721 -791
618 342 246
276 652 -944
518 507 101
108 478 -192
640 612 -877
551 87 -524
426 802 921
465 664 884
334 693 981
10 346 -367
54 490 -905
683 319 -6
601 168 718
238 92 -826
673 252 -892
478 34 928
195 595 306
420 41 947
214 169 -128
292 819 703
387 386 476
49 490 440
71 591 110
659 198 868
258 755 -640
714 337 -939
539 740 -417
348 211 408
285 651 542
108 275 250
733 683 -493
138 458 220
476 678 -137
92 474 -315
702 226 -706
595 53 -628
383 118 47
767 179 -243
398 690 -264
722 308 -84
47 288 642
540 323 -88
678 604 -580
556 798 81
466 342 992
178 154 306
341 574 752
358 605 633
32 152 665
374 600 -388
21 467 599
565 740 -752
62 575 -146
414 465 -747
516 491 294
363 6 -175
134 230 550
285 208 245
742 425 -757
540 65 668
339 30 669
193 408 776
22 637 -587
744 539 -446
194 379 -702
665 363 -982
90 674 321
14 228 -221
675 128 -540
108 522 311
755 281 362
368 500 -961
270 168 -123
572 557 -815
565 271 847
215 504 153
89 486 673
108 591 -992
327 787 452
6 750 -956
665 609 463
61 555 -980
218 84 -329
272 545 -891
375 673 -346
452 372 -593
701 454 -711
98 707 500
701 90 912
205 506 95
930 859
303 467 -313
518 789 967
14 131 -850
922 486 -333
450 595 465
834 223 917
906 826 -95
923 414 -873
181 774 -218
494 751 667
734 205 -310
578 292 -894
268 333 882
690 599 -366
85 794 -52
721 677 -802
809 541 727
896 82 264
227 680 -592
545 338 935
579 69 961
859 236 490
139 513 -622
627 508 320
188 122 350
84 247 984
761 268 63
425 36 -763
384 840 -79
246 2 962
127 534 894
560 550 -658
253 336 -769
716 308 95
457 335 -8
688 778 -955
189 5 -876
1 393 291
871 439 16
109 192 779
653 234 686
800 637 -155
915 773 -356
834 587 -383
43 370 359
257 443 257
695 197 667
232 346 -783
809 721 -312
766 769 -477
114 809 811
166 109 290
271 310 501
842 616 -482
262 15 -370
204 516 -33
810 615 783
553 280 18
801 648 582
401 521 490
853 541 -231
699 668 465
65 238 -71
22 30 152
463 823 -344
692 421 208
621 44 725
353 51 -645
733 476 -157
815 128 469
836 685 -941
555 405 624
471 574 -142
275 745 877
239 837 163
383 312 358
674 843 581
299 734 30
113 266 639
929 538 654
7 521 355
117 361 -566
856 519 -968
833 445 -367
621 176 -396
226 493 623
574 420 814
644 762 466
123 428 491
391 862 -596
230 851 482
724 435 -338
710 808 -258
497 598 114
510 680 -216
721 14 152
44 598 298
307 495 -283
78 479 -317
237 24 564
92 205 617
793 689 -186
596 76 -140
324 741 758
500 744 -641
188 115 693
145 395 520
275 431 787
145 568 142
615 502 -101
185 918 -836
746 267 -285
479 496 -695
652 209 304
190 293 351
200 813 932
392 763 -503
133 873 576
303 193 -824
381 355 -549
437 574 908
730 102 -946
545 31 -919
694 255 -548
915 492 -806
112 164 886
639 250 -907
275 703 225
83 331 -800
733 161 90
78 818 -388
519 141 334
156 98 834
146 552 -792
721 354 -365
394 535 -662
3 691 -698
372 78 -88
880 928 -979
301 505 186
82 747 422
344 312 862
237 882 -84
348 123 -831
132 418 265
389 698 -851
76 467 150
544 77 267
794 54 687
484 342 918
563 823 473
330 312 -82
99 662 -164
223 525 -838
263 399 -445
38 830 -381
172 183 -540
142 369 -562
896 352 702
145 462 510
565 654 187
523 399 787
487 160 -129
178 902 -185
209 844 825
275 393 -732
600 500 -254
813 545 -405
198 707 -269
814 822 989
581 686 228
762 10 778
673 853 -795
384 824 146
445 19 742
732 790 -384
121 518 488
233 295 -48
298 492 936
556 608 880
710 708 277
153 396 -857
700 479 677
864 378 621
304 728 -866
865 297 -363
90 251 123
325 778 203
290 730 -677
8 592 448
325 858 -780
417 252 946
166 776 -730
393 66 30
375 406 222
516 899 -535
122 162 -244
759 243 -170
100 521 -884
189 13 598
682 917 705
574 872 259
172 320 -348
930 431 141
930 839 -20
10 604 -308
386 914 441
430 1 676
337 89 350
616 849 389
195 830 402
706 337 -12
926 699 304
310 688 557
844 684 580
99 461 633
871 784 -442
626 641 320
355 34 231
659 462 383
3 791 -723
349 94 -849
284 79 495
8 361 -68
556 610 591
116 90 -209
484 96 -636
23 112 377
554 333 784
70 106 334
228 525 741
90 231 -524
164 870 715
637 444 972
183 692 -823
644 593 -194
339 10 693
105 596 -844
581 692 643
39 466 901
65 451 365
379 846 -104
238 242 986
10 465 138
603 356 -842
242 182 -593
400 268 -297
264 683 897
600 886 263
666 60 941
922 117 -845
43 424 -220
574 336 -286
67 242 608
272 818 599
250 666 97
521 379 134
467 738 426
216 436 588
148 70 -180
621 619 -973
786 795 -45
128 202 -99
695 97 -991
522 575 -66
748 830 -398
110 66 -839
533 279 -526
716 15 -295
405 24 -540
519 813 112
525 420 454
753 56 -601
567 804 230
22 310 835
544 230 276
707 855 -446
915 319 163
341 754 513
265 294 -680
598 756 972
301 487 -532
189 472 809
116 558 -948
398 568 549
733 628 905
740 14 -461
341 137 -237
620 190 -680
848 202 -778
556 420 902
569 751 -541
876 207 -723
248 812 -549
43 899 -286
511 377 121
715 877 -33
387 644 -841
115 922 375
737 92 428
451 368 887
680 266 -134
562 783 -923
906 623 -669
77 741 -949
106 419 -556
454 506 1000
32 351 -753
538 224 -305
867 904 659
501 456 -343
315 120 686
229 565 -256
750 107 26
193 464 -645
738 811 -13
792 284 296
801 508 -848
96 90 208
262 17 -553
470 708 25
524 543 553
104 800 109
341 814 -873
706 422 771
256 467 -812
790 323 -777
283 53 21
294 929 -538
202 793 861
785 833 -671
890 461 -404
259 91 -876
711 845 333
160 853 805
2 617 630
882 227 41
453 154 -355
319 482 -883
639 119 307
544 567 -738
737 649 -458
76 303 252
173 12 426
4 275 -983
81 420 88
171 190 54
117 805 -357
902 141 -143
343 740 -618
168 264 838
827 412 -996
366 657 -220
330 351 -603
244 906 644
197 820 -98
500 559 726
22 164 670
411 736 585
35 396 -262
710 317 214
621 345 593
136 122 -53
342 36 -460
517 547 -588
111 32 -134
860 759 86
594 880 -105
177 122 -943
541 338 242
825 714 909
230 615 470
532 334 -271
811 649 -119
399 11 -467
234 688 270
447 99 140
132 850 -446
169 541 -423
251 669 159
551 853 -276
476 814 663
40 772 -9
533 221 252
395 197 809
527 107 36
292 716 -487
910 728 -260
353 415 92
285 772 -230
857 635 447
917 525 -777
595 53 518
831 165 -89
252 821 807
375 774 273
302 132 -251
60 898 547
557 646 -821
436 36 -551
234 60 -975
554 177 969
369 125 -591
119 11 -594
365 208 -756
546 414 -266
643 327 -379
342 391 -583
746 785 586
264 207 911
338 222 631
747 915 950
446 838 158
588 690 -471
555 652 643
318 640 -591
562 710 -704
80 25 -772
689 401 491
774 418 654
32 172 578
821 669 419
314 806 718
582 812 922
708 516 266
706 694 -675
293 810 -127
48 529 611
665 845 751
17 91 -18
700 817 747
399 634 491
340 441 543
890 143 -231
52 295 -355
608 347 639
48 843 776
459 847 -971
396 696 -929
81 328 -927
184 408 -639
326 884 824
647 586 144
438 654 -461
718 879 472
828 483 485
610 225 703
385 450 207
213 638 493
431 299 252
449 499 -609
279 354 888
228 583 955
882 490 -490
281 600 966
290 298 -421
6 112 614
134 798 -735
601 922 -344
472 589 640
316 210 -985
18 860 400
147 591 0
805 428 -326
228 151 453
505 403 906
413 893 98
573 148 336
826 47 361
144 608 740
766 611 -851
246 928 -643
143 101 29
141 444 188
540 369 -560
611 138 -997
140 858 159
758 47 411
726 887 305
918 848 -382
873 3 -323
531 224 -118
649 353 407
415 70 18
560 303 -126
798 918 33
665 296 -486
166 387 527
484 656 -355
331 852 505
565 429 -819
700 887 -264
650 709 466
692 531 216
2 822 -686
17 441 701
636 97 -172
911 102 301
92 190 543
757 108 -511
556 243 -564
379 837 641
324 504 539
917 201 906
271 600 319
190 23 155
418 822 812
488 790 55
697 879 811
535 402 201
503 760 -152
62 312 163
268 5 -546
524 226 -800
148 401 -288
303 344 -671
870 654 -887
135 24 308
386 605 -546
611 360 -848
795 589 366
482 654 68
506 109 -252
636 75 -861
241 902 704
738 138 -251
914 770 409
489 91 894
899 300 -788
509 459 893
895 677 -550
21 27 -137
500 542 602
642 655 -833
13 540 -492
26 410 470
825 120 -504
687 897 -445
173 99 -369
434 354 387
193 57 638
777 852 813
625 9 -493
808 472 0
41 52 563
346 911 -910
453 613 14
553 632 878
496 561 -845
452 356 829
443 763 -685
24 237 76
530 622 -653
419 417 -242
593 870 -181
397 208 318
356 384 -766
538 567 -891
560 863 404
557 434 322
755 545 -682
207 238 82
503 411 282
644 359 998
707 659 273
922 3 -541
27 80 589
57 923 667
163 407 895
724 869 753
42 611 28
874 210 -900
276 514 392
142 748 -842
301 403 -743
425 202 -483
923 903 532
242 151 944
45 345 -157
530 304 176
327 210 165
604 712 -383
609 416 531
320 459 764
217 738 955
443 430 880
871 317 443
461 54 -295
506 325 939
785 891 748
765 893 -837
398 296 -177
114 433 -109
322 708 -469
221 84 -605
877 191 -31
182 149 722
470 110 -565
760 404 -564
469 339 23
255 144 415
359 483 -227
882 297 -447
812 87 260
731 53 -847
474 135 89
907 62 -631
85 524 286
808 637 14
16 814 -379
592 691 -83
685 114 -688
31 288 117
547 863 727
837 605 -72
470 311 -861
658 815 646
437 125 -949
756 446 -688
893 663 -765
61 486 265
167 874 -722
664 5 -58
201 438 61
782 76 -200
476 273 -244
232 830 -644
65 558 443
326 840 -651
445 584 669
459 522 48
40 666 167
284 408 374
796 234 -519
683 345 -48
290 122 53
275 699 20
711 35 522
765 180 874
40 869 -319
771 51 -851
467 786 -365
881 167 -351
647 167 -440
451 401 -535
793 899 845
697 567 -607
724 684 -664
350 759 -850
735 693 -2
287 788 -192
256 637 -928
63 13 -342
678 730 203
276 14 312
56 450 -389
12 872 923
662 457 -899
358 745 287
657 8 790
16 862 -482
854 927 -506
586 871 505
304 186 -46
89 656 453
826 535 196
865 248 -71
520 926 751
140 137 -595
64 211 -17
620 742 467
733 154 -868
912 753 791
192 641 -877
913 612 -514
615 754 -519
715 879 528
815 347 -859
287 631 -402
823 656 -518
862 404 -338
585 547 852
857 825 -480
765 885 -439
818 163 395
14 578 174
718 215 -836
800 892 -859
511 13 -923
714 720 466
201 918 -854
818 212 -203
369 538 -656
26 600 718
593 550 -815
343 749 -680
529 249 -30
411 17 -211
851 250 236
739 633 -189
383 854 -494
752 293 -228
531 716 155
886 857 -260
670 920 821
259 391 -193
241 927 448
87 441 558
474 497 527
637 419 -613
431 375 -910
855 562 804
895 363 -244
580 823 -183
840 335 -297
912 864 951
152 734 -909
867 545 476
490 354 -135
838 336 49
255 652 -66
883 505 298
308 716 979
195 167 -296
556 19 -674
406 764 370
568 120 -778
898 146 -671
470 659 451
386 578 719
629 692 -640
632 461 236
505 212 -231
355 345 603
851 589 721
219 465 272
262 371 246
110 596 -255
578 775 715
258 813 83
766 435 653
637 469 27
890 426 -373
207 872 -837
719 749 -773
23 731 -602
921 45 386
810 759 592
164 245 -85
161 575 -460
716 59 -114
647 84 695
637 786 536
399 537 494
46 755 409
734 229 -458
32 228 36
500 237 -798
665 621 460
95 568 305
220 578 -391
5 695 -812
795 602 674
839 572 565
706 202 -849
244 442 984
233 524 -959
609 589 -696
294 408 378
431 842 903
619 702 -506
179 8 694
349 295 130
781 490 -985
837 523 -175
296 589 -131
540 124 680
433 250 -242
533 811 -645
421 624 -659
95 697 -756
779 675 -57
709 109 428
912 881 -53
109 188 -392
161 125 50
396 560 398
359 265 880
577 874 448
843 342 250
888 48 -19
302 921 367
176 416 287
251 50 773
292 843 755
92 821 -900
373 477 514
480 218 739
565 298 5
737 38 -705
362 48 -668
50 507 920
785 593 -437
378 877 794
225 549 682
818 518 -837
924 679 -400
276 660 802
84 459 330
570 544 759
817 34 594
445 498 356
352 691 -523
754 45 500
69 34 416
279 701 984
285 741 -620
478 371 913
45 218 -817
648 620 868
601 929 -285
6 930 -201
362 852 -476
251 557 898
166 486 -486
130 304 -891
645 729 -542
638 193 -945
856 700 752
265 99 -627
604 269 -378
827 326 -490
779 733 948
685 767 -259
280 221 767
383 192 -622
137 503 -841
908 653 -512
403 745 624
637 930 -743
305 926 -523
624 699 -712
60 209 -363
147 680 -344
882 478 -24
361 540 306
245 900 -678
3 522 -855
233 569 -144
476 24 792
577 487 -855
95 769 -662
914 372 -946
784 456 -495
661 101 589
465 647 -909
35 693 540
11 91 876
481 126 368
979 837
464 541 -371
561 889 -681
722 678 -611
505 795 -840
165 618 -959
828 627 999
862 669 -898
383 898 721
222 665 -44
182 607 -416
48 424 803
121 641 -894
791 877 -210
894 410 -694
679 42 367
97 527 682
537 568 493
907 222 227
659 582 -948
785 922 569
247 140 -246
110 81 -569
378 101 339
386 376 660
611 268 942
278 41 -62
757 895 736
764 949 308
446 722 -889
266 347 -783
382 666 -173
636 474 514
487 6 138
580 951 -137
636 284 -219
927 389 734
237 756 450
582 753 444
676 976 206
564 616 463
580 773 619
902 583 -978
801 2 833
230 743 316
768 389 155
322 381 -923
723 306 366
850 284 855
591 567 542
295 372 885
664 918 65
888 595 937
382 783 443
187 685 -931
18 303 568
702 36 -879
783 803 855
243 399 -734
615 236 -152
585 908 -771
344 973 977
494 979 -284
803 177 102
491 879 -606
455 691 979
602 434 -350
314 516 -516
750 505 645
205 682 336
143 226 -547
29 66 254
197 843 -596
444 485 -570
728 940 78
178 346 -272
181 678 -255
152 581 267
911 725 411
314 197 955
504 731 -854
470 11 21
352 139 846
210 912 -434
594 756 -10
227 753 -855
665 485 957
765 15 -659
245 802 -467
435 637 812
818 206 -991
188 670 578
477 818 666
95 435 -406
34 884 420
22 300 -665
903 592 -132
454 157 673
389 426 -88
758 315 252
163 735 -960
32 476 -233
844 833 -441
139 339 -343
373 241 144
662 677 -451
215 784 726
957 216 -848
761 126 -724
240 489 -156
464 45 -106
54 181 -428
664 866 -385
422 818 -314
296 535 604
240 476 -232
244 856 -491
